"incident_id","offence_code","case_number","date","start_date","end_date","nibrs_code","victims","crimename1","crimename2","crimename3","district","location","city","state","zip_code","agency","place","sector","beat","pra","address_number","street_prefix_dir","address_street","street_suffix_dir","street_type","latitude","longitude","police_district_number","geolocation"
"201530514","2303","250024113","2025-05-30T19:39:08.000","2025-05-30T19:39:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","MONTGOMERY VILLAGE","18500 BLK  WOODFIELD RD","GAITHERSBURG","MD","20879","MCPD","Restaurant","R","6R3","421","18500",,"WOODFIELD",,"RD","39.1602","-77.1594","6D","
,  
(39.1602, -77.1594)"
"201530514","1315","250024113","2025-05-30T19:39:08.000","2025-05-30T19:39:00.000",,"13A","1","Crime Against Person","Aggravated Assault","ASSAULT - AGGRAVATED - OTHER","MONTGOMERY VILLAGE","18500 BLK  WOODFIELD RD","GAITHERSBURG","MD","20879","MCPD","Parking Lot - Commercial","R","6R3","421","18500",,"WOODFIELD",,"RD","39.1602","-77.1594","6D","
,  
(39.1602, -77.1594)"
"201530501","2303","250024111","2025-05-30T19:35:24.000","2025-05-30T19:35:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","12000 BLK  CHERRY HILL RD","SILVER SPRING","MD","20904","MCPD","Retail - Department/Discount Store","I","3I1","146","12000",,"CHERRY HILL",,"RD","39.05259","-76.9531","3D","
,  
(39.0526, -76.9531)"
"201530505","9113","250024117","2025-05-30T19:32:49.000","2025-05-30T19:32:00.000","2025-05-30T19:50:00.000","90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","GERMANTOWN","9800 BLK  MAIN ST","DAMASCUS","MD","20872","MCPD","Street - Commercial","M","5M2","615","9800",,"MAIN",,"ST","0.0","0.0","5D","
,  
(0.0, 0.0)"
"201530521","5404","250024109","2025-05-30T19:17:19.000","2025-05-30T19:17:00.000",,"90D","1","Crime Against Society","Driving Under the Influence","DRIVING UNDER THE INFLUENCE LIQUOR","ROCKVILLE","15900 BLK  COLUMBUS AVE","DERWOOD","MD","20855","MCPD","Street - In vehicle","A","1A4","414","15900",,"COLUMBUS",,"AVE","39.122","-77.1637","1D","
,  
(39.122, -77.1637)"
"201530611","2305","250024260","2025-05-31T19:26:38.000","2025-05-30T19:00:00.000","2025-05-31T15:00:00.000","23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","SILVER SPRING",,"SILVER SPRING","MD","20904","MCPD","Street - In vehicle","I","3I2","378",,,"STRAVINSKY",,"DR","39.07353","-76.9507","3D","
,  
(39.0735, -76.9507)"
"201530611","2902","250024260","2025-05-31T19:26:38.000","2025-05-30T19:00:00.000","2025-05-31T15:00:00.000","290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - PRIVATE","SILVER SPRING",,"SILVER SPRING","MD","20904","MCPD","Street - In vehicle","I","3I2","378",,,"STRAVINSKY",,"DR","39.07353","-76.9507","3D","
,  
(39.0735, -76.9507)"
"201530595","2404","250024236","2025-05-31T16:55:59.000","2025-05-30T19:00:00.000","2025-05-31T14:00:00.000","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","ROCKVILLE","14000 BLK  COVE LA","ROCKVILLE","MD","20851","MCPD","Parking Lot - Residential","A","1A2","290","14000",,"COVE",,"LA","0.0","0.0","1D","
,  
(0.0, 0.0)"
"201530496","3564","250024103","2025-05-30T18:56:27.000","2025-05-30T18:56:00.000",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - MARIJUANA (DESCRIBE OFFENSE)","BETHESDA",,"BETHESDA","MD","20814","MCPD","Street - Commercial","D","2D2","048",,,"WOODMONT",,"AVE","38.98017","-77.0938","2D","
,  
(38.9802, -77.0938)"
"201530492","1399","250024101","2025-05-30T18:39:03.000","2025-05-30T18:39:00.000",,"13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","WHEATON","11500 BLK  AMHERST AVE","SILVER SPRING","MD","20902","MCPD","Street - Residential","L","4L1","358","11500",,"AMHERST",,"AVE","0.0","0.0","4D","
,  
(0.0, 0.0)"
"201531028","4199","250024105","2025-05-30T18:37:24.000","2025-05-30T18:37:00.000",,"90G","1","Crime Against Society","Liquor Law Violations","LIQUOR (DESCRIBE OFFENSE)","SILVER SPRING","11200 BLK  NEW HAMPSHIRE AVE","SILVER SPRING","MD","20904","MCPD","Parking Lot - Commercial","I","3I1","518","11200",,"NEW HAMPSHIRE",,"AVE","39.03978","-76.9906","3D","
,  
(39.0398, -76.9906)"
"201530552","2404","250024162","2025-05-31T08:21:52.000","2025-05-30T18:30:00.000","2025-05-31T01:00:00.000","240","1","Crime Against Property","Motor Vehicle Theft","AUTO THEFT - VEHICLE THEFT","WHEATON","2800 BLK  HARRIS AVE","SILVER SPRING","MD","20902","MCPD","Street - Residential","L","4L1","327","2800",,"HARRIS",,"AVE","0.0","0.0","4D","
,  
(0.0, 0.0)"
"201530502","9101","250024099","2025-05-30T18:21:17.000","2025-05-30T18:20:00.000","2025-05-30T00:00:00.000","90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","MONTGOMERY VILLAGE","400 BLK  GIRARD ST","GAITHERSBURG","MD","20877","GPD","Residence - Apartment/Condo","P","6P3","419","400",,"GIRARD",,"ST","39.14648","-77.1849","6D","
,  
(39.1465, -77.1849)"
"201530490","9107","250024102","2025-05-30T18:11:35.000","2025-05-30T18:11:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MISSING PERSON","BETHESDA","8400 BLK  16TH ST","SILVER SPRING","MD","20910","MCPD","Residence - Apartment/Condo","D","2D1","517","8400",,"16TH",,"ST","0.0","0.0","2D","
,  
(0.0, 0.0)"
"201530513","1399","250024097","2025-05-30T18:02:31.000","2025-05-30T18:02:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","19800 BLK  OBSERVATION DR","GERMANTOWN","MD","20876","MCPD","Street - Bus Stop","M","5M1","468","19800",,"OBSERVATION",,"DR","39.18076","-77.2441","5D","
,  
(39.1808, -77.2441)"
"201530950","3532","250024098","2025-05-30T17:57:21.000","2025-05-30T17:57:00.000",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - COCAINE - POSSESS","SILVER SPRING",,"SILVER SPRING","MD","20904","MCPD","Street - In vehicle","I","3I1","145",,,"OLD COLUMBIA",,"PIK","39.07084","-76.9607","3D","
,  
(39.0708, -76.9607)"
"201530517","2303","250024127","2025-05-30T21:32:43.000","2025-05-30T17:45:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","ROCKVILLE","8000 BLK  GRAMERCY BLV","DERWOOD","MD","20855","MCPD","Retail - Drug Store/Pharmacy","A","1A4","414","8000",,"GRAMERCY",,"BLV","39.12461","-77.1643","1D","
,  
(39.1246, -77.1643)"
"201530477","2305","250024084","2025-05-30T17:33:21.000","2025-05-30T17:33:00.000","2025-05-30T00:00:00.000","23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","WHEATON",,"SILVER SPRING","MD","20906","MCPD","Other/Unknown","K","4K1","350",,,"LAYHILL",,"RD","39.08275","-77.0466","4D","
,  
(39.0827, -77.0466)"
"201530491","2303","250024106","2025-05-30T18:37:33.000","2025-05-30T17:25:00.000","2025-05-30T19:00:00.000","23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","ROCKVILLE","5700 BLK  BOU AVE","ROCKVILLE","MD","20852","MCPD","Retail - Department/Discount Store","A","1A2","735","5700",,"BOU",,"AVE","0.0","0.0","1D","
,  
(0.0, 0.0)"
"201530479","9021","250024083","2025-05-30T17:23:08.000","2025-05-30T17:23:00.000",,"90I","1","Crime Against Not a Crime","Runaway","JUVENILE - RUNAWAY","MONTGOMERY VILLAGE","15000 BLK  BROSCHART RD","ROCKVILLE","MD","20850","MCPD","Parking Lot - School","P","6P1","721","15000",,"BROSCHART",,"RD","39.10179","-77.2003","6D","
,  
(39.1018, -77.2003)"
"201530519","2303","250024088","2025-05-30T17:15:53.000","2025-05-30T17:15:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","MONTGOMERY VILLAGE","100 BLK  CROWN PARK AVE","GAITHERSBURG","MD","20878","GPD","Retail - Department/Discount Store","P","6P1","441","100",,"CROWN PARK",,"AVE","39.11511","-77.2066","6D","
,  
(39.1151, -77.2066)"
"201530526","2308","250024086","2025-05-30T17:10:53.000","2025-05-30T17:10:00.000",,"23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","MONTGOMERY VILLAGE","9800 BLK  HELLINGLY PL","MONTGOMERY VILLAGE","MD","20886","MCPD","Residence - Apartment/Condo","R","6R1","766","9800",,"HELLINGLY",,"PL","39.15921","-77.2039","6D","
,  
(39.1592, -77.2039)"
"201530766","2304","250024453","2025-06-02T10:20:34.000","2025-05-30T17:00:00.000","2025-06-02T08:45:00.000","23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","SILVER SPRING","1700 BLK  FEATHERWOOD ST","SILVER SPRING","MD","20904","MCPD","Parking Lot - Residential","I","3I1","147","1700",,"FEATHERWOOD",,"ST","39.05942","-76.9744","3D","
,  
(39.0594, -76.9744)"
"201530565","9101","250024168","2025-05-31T09:25:53.000","2025-05-30T17:00:00.000","2025-05-31T09:20:00.000","90Z","1","Crime Against Society","All Other Offenses","SUDDEN DEATH","TAKOMA PARK","200 BLK  MANOR CIR","TAKOMA PARK","MD","20912","TPPD","Residence - Apartment/Condo","T","8T2","804","200",,"MANOR",,"CIR","0.0","0.0","TPPD","
,  
(0.0, 0.0)"
"201530499","9199","250024087","2025-05-30T16:52:57.000","2025-05-30T16:52:00.000",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","9600 BLK  LOST KNIFE RD","GAITHERSBURG","MD","20877","GPD","Street - Other","R","6R1","505","9600",,"LOST KNIFE",,"RD","39.15237","-77.1983","6D","
,  
(39.1524, -77.1983)"
"201530468","3562","250024057",,"2025-05-30T16:49:00.000",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - MARIJUANA - POSSESS","BETHESDA","4900 BLK  ST ELMO AVE","BETHESDA","MD","20814","MCPD","Street - Commercial","D","2D2","048","4900",,"ST ELMO",,"AVE","0.0","0.0","2D","
,  
(0.0, 0.0)"
"201530471","9041","250024081","2025-05-30T16:49:53.000","2025-05-30T16:49:00.000",,"90Z","1","Crime Against Society","All Other Offenses","SUICIDE - COMPLETED","GERMANTOWN","12900 BLK  PICKERING DR","GERMANTOWN","MD","20874","MCPD","Residence -Townhouse/Duplex","N","5N1","702","12900",,"PICKERING",,"DR","39.18687","-77.2687","5D","
,  
(39.1869, -77.2687)"
"201530476","9113","250024080","2025-05-30T16:47:54.000","2025-05-30T16:47:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","SILVER SPRING",,"SILVER SPRING","MD","20910","MCPD","Street - Commercial","G","3G1","095",,,"COLESVILLE",,"RD","39.00005","-77.0257","3D","
,  
(39.0001, -77.0257)"
"201530482","5016","250024077","2025-05-30T16:08:35.000","2025-05-30T16:39:00.000",,"90Z","1","Crime Against Society","All Other Offenses","OBSTRUCT GOVT - VIOLATION OF A COURT ORDER","WHEATON","14200 BLK  WEEPING WILLOW DR","SILVER SPRING","MD","20906","MCPD","Residence - Apartment/Condo","K","4K1","348","14200",,"WEEPING WILLOW",,"DR","39.08993","-77.0667","4D","
,  
(39.0899, -77.0667)"
"201530487","1316","250024078","2025-05-30T16:12:38.000","2025-05-30T16:12:00.000",,"13C","1","Crime Against Person","Intimidation","ASSAULT - INTIMIDATION (INCLUDES STALKING)","WHEATON","400 BLK  SISSON ST","SILVER SPRING","MD","20902","MCPD","School - Elementary/Secondary","L","4L1","361","400",,"SISSON",,"ST","39.04341","-77.0161","4D","
,  
(39.0434, -77.0161)"
"201530478","1399","250024075","2025-05-30T16:01:06.000","2025-05-30T16:01:00.000",,"13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","GERMANTOWN","12200 BLK  ELM FOREST CT","CLARKSBURG","MD","20871","MCPD","Residence - Apartment/Condo","M","5M3","476","12200",,"ELM FOREST",,"CT","39.22868","-77.252","5D","
,  
(39.2287, -77.252)"
"201530478","2902","250024075","2025-05-30T16:01:06.000","2025-05-30T16:01:00.000",,"290","1","Crime Against Property","Destruction/Damage/Vandalism of Property","DAMAGE PROPERTY - PRIVATE","GERMANTOWN","12200 BLK  ELM FOREST CT","CLARKSBURG","MD","20871","MCPD","Residence - Apartment/Condo","M","5M3","476","12200",,"ELM FOREST",,"CT","39.22868","-77.252","5D","
,  
(39.2287, -77.252)"
"201530463","1212","250024059","2025-05-30T15:04:38.000","2025-05-30T15:04:00.000",,"120","1","Crime Against Property","Robbery","ROBBERY - CARJACKING - ARMED","SILVER SPRING","7900 BLK  EASTERN AVE","SILVER SPRING","MD","20910","MCPD","Parking Lot - Commercial","G","3G1","090","7900",,"EASTERN",,"AVE","38.98597","-77.0284","3D","
,  
(38.986, -77.0284)"
"201530520","1199","250024126","2025-05-30T21:25:03.000","2025-05-30T15:00:00.000","2025-05-30T15:00:00.000","11D","1","Crime Against Person","Forcible Fondling","SEX ASSAULT - FONDLING","MONTGOMERY VILLAGE","10300 BLK  APPLE RIDGE RD","MONTGOMERY VILLAGE","MD","20886","MCPD","School - Elementary/Secondary","R","6R2","547","10300",,"APPLE RIDGE",,"RD","39.18344","-77.2137","6D","
,  
(39.1834, -77.2137)"
"201530485","5707","250024061","2025-05-30T14:53:41.000","2025-05-30T14:53:00.000",,"90J","1","Crime Against Society","Trespass of Real Property","TRESPASSING","SILVER SPRING","13800 BLK  OLD COLUMBIA PIKE PIK","SILVER SPRING","MD","20904","MCPD","Convenience Store","I","3I2","379","13800",,"OLD COLUMBIA PIKE",,"PIK","0.0","0.0","3D","
,  
(0.0, 0.0)"
"201530534","2303","250024065","2025-05-30T14:51:12.000","2025-05-30T14:51:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Department/Discount Store","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","
,  
(39.0376, -77.0519)"
"201530528","2303","250024056","2025-05-30T14:51:35.000","2025-05-30T14:51:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","BETHESDA","5100 BLK  NICHOLSON LA","KENSINGTON","MD","20895","MCPD","Retail - Department/Discount Store","D","2D4","186","5100",,"NICHOLSON",,"LA","39.04554","-77.1048","2D","
,  
(39.0455, -77.1048)"
"201530475","9112","250024068","2025-05-30T14:35:45.000","2025-05-30T14:35:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL TRANSPORT - ONLY","GERMANTOWN","26000 BLK  RIDGE MANOR DR","DAMASCUS","MD","20872","MCPD","Residence -Townhouse/Duplex","M","5M2","615","26000",,"RIDGE MANOR",,"DR","39.28399","-77.2067","5D","
,  
(39.284, -77.2067)"
"201530464","9108","250024055","2025-05-30T14:31:04.000","2025-05-30T14:31:00.000",,"90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - MONT CO.","SILVER SPRING","1100 BLK  EAST WEST HWY","SILVER SPRING","MD","20910","MCPD","Residence - Apartment/Condo","G","3G1","668","1100",,"EAST WEST",,"HWY","38.98824","-77.0273","3D","
,  
(38.9882, -77.0273)"
"201530451","2610","250024040",,"2025-05-30T14:16:00.000",,"26F","1","Crime Against Property","Identity Theft","IDENTITY THEFT","ROCKVILLE","14000 BLK  SADDLE RIVER DR","GAITHERSBURG","MD","20878","MCPD","Cyberspace","B","1B2","557","14000",,"SADDLE RIVER",,"DR","39.0862","-77.2393","1D","
,  
(39.0862, -77.2393)"
"201530481","2303","250024047","2025-05-30T14:15:29.000","2025-05-30T14:15:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","10100 BLK  COLESVILLE RD","SILVER SPRING","MD","20901","MCPD","Retail - Drug Store/Pharmacy","H","3H2","155","10100",,"COLESVILLE",,"RD","39.02037","-77.0127","3D","
,  
(39.0204, -77.0127)"
"201530664","2303","250024050","2025-05-30T14:14:11.000","2025-05-30T14:14:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","WHEATON","13300 BLK  NEW HAMPSHIRE AVE","SILVER SPRING","MD","20904","MCPD","Retail - Drug Store/Pharmacy","J","4J1","677","13300",,"NEW HAMPSHIRE",,"AVE","39.07322","-77.0027","4D","
,  
(39.0732, -77.0027)"
"201530494","9199","250024104","2025-05-30T18:43:04.000","2025-05-30T14:00:00.000","2025-05-30T18:43:00.000","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","19900 BLK  APPLE RIDGE PL","MONTGOMERY VILLAGE","MD","20886","MCPD","Parking Lot - Residential","R","6R2","547","19900",,"APPLE RIDGE",,"PL","39.18123","-77.2155","6D","
,  
(39.1812, -77.2155)"
"201530457","9106","250024046","2025-05-30T13:56:04.000","2025-05-30T13:56:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS","WHEATON","14800 BLK  PEACHWOOD DR","SILVER SPRING","MD","20905","MCPD","Residence - Single Family","J","4J1","387","14800",,"PEACHWOOD",,"DR","39.09893","-76.9934","4D","
,  
(39.0989, -76.9934)"
"201530787","1399","250024052","2025-05-30T13:52:45.000","2025-05-30T13:52:00.000",,"13B","1","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","BETHESDA","11200 BLK  OLD GEORGETOWN RD","ROCKVILLE","MD","20852","MCPD","School - Elementary/Secondary","D","2D4","189","11200",,"OLD GEORGETOWN",,"RD","39.03741","-77.1234","2D","
,  
(39.0374, -77.1234)"
"201530460","9108","250024039","2025-05-30T12:20:17.000","2025-05-30T13:30:00.000",,"90Z","1","Crime Against Society","All Other Offenses","RECOVERED PROPERTY - MONT CO.","BETHESDA","6400 BLK  ROCK FOREST DR","BETHESDA","MD","20817","MCPD","Street - Residential","E","2E3","197","6400",,"ROCK FOREST",,"DR","39.0292","-77.1278","2D","
,  
(39.0292, -77.1278)"
"201530449","9199","250024041","2025-05-30T13:24:46.000","2025-05-30T13:24:00.000",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","MONTGOMERY VILLAGE","8500 BLK  ANNIVERSARY CIR","GAITHERSBURG","MD","20877","MCPD","Commercial - Office Building","P","6P3","437","8500",,"ANNIVERSARY",,"CIR","39.12914","-77.1743","6D","
,  
(39.1291, -77.1743)"
"201530455","1399","250024043","2025-05-30T13:43:27.000","2025-05-30T13:00:00.000","2025-05-30T13:30:00.000","13B","2","Crime Against Person","Simple Assault","ASSAULT - 2ND DEGREE","ROCKVILLE","700 BLK  CRABB AVE","ROCKVILLE","MD","20850","RCPD","Residence - Single Family","A","1A3","286","700",,"CRABB",,"AVE","0.0","0.0","1D","
,  
(0.0, 0.0)"
"201530489","2303","250024034","2025-05-30T12:56:44.000","2025-05-30T12:56:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","GERMANTOWN","20900 BLK  FREDERICK RD","GERMANTOWN","MD","20876","MCPD","Retail - Other","M","5M1","701","20900",,"FREDERICK",,"RD","39.19829","-77.2448","5D","
,  
(39.1983, -77.2448)"
"201530546","2308","250024035","2025-05-30T12:48:06.000","2025-05-30T12:48:00.000",,"23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","SILVER SPRING","14000 BLK  CASTLE BLV","SILVER SPRING","MD","20904","MCPD","Restaurant","I","3I2","380","14000",,"CASTLE",,"BLV","0.0","0.0","3D","
,  
(0.0, 0.0)"
"201530905","3562","250024424",,"2025-05-30T12:42:00.000",,"35A","1","Crime Against Society","Drug/Narcotic Violations","DRUGS - MARIJUANA - POSSESS","WHEATON","1900 BLK  RANDOLPH RD","SILVER SPRING","MD","20902","MCPD","School - Elementary/Secondary","J","4J1","368","1900",,"RANDOLPH",,"RD","39.0652","-77.0371","4D","
,  
(39.0652, -77.0371)"
"201530445","9199","250024029","2025-05-30T12:30:10.000","2025-05-30T12:29:00.000","2025-05-30T13:33:00.000","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","BETHESDA",,"BETHESDA","MD","20814","MCPD","Street - In vehicle","D","2D3","183",,,"I495",,"HWY","39.00636","-77.0713","2D","
,  
(39.0064, -77.0713)"
"201530448","2308","250024042","2025-05-30T12:28:05.000","2025-05-30T12:00:00.000","2025-05-30T12:15:00.000","23D","1","Crime Against Property","Theft from Building","LARCENY - FROM BLDG","ROCKVILLE","18400 BLK  BEALLSVILLE RD","POOLESVILLE","MD","20837","MCPD","Farm Facility","B","1B3","690","18400",,"BEALLSVILLE",,"RD","39.15646","-77.4185","1D","
,  
(39.1565, -77.4185)"
"201530447","9113","250024031","2025-05-30T11:45:50.000","2025-05-30T11:45:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","ROCKVILLE","10100 BLK  MOLECULAR DR","ROCKVILLE","MD","20850","MCPD","Commercial - Office Building","B","1B1","237","10100",,"MOLECULAR",,"DR","39.09223","-77.2088","1D","
,  
(39.0922, -77.2088)"
"201530497","2303","250024064","2025-05-30T14:49:49.000","2025-05-30T11:42:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","BETHESDA","5000 BLK  NICHOLSON LA","ROCKVILLE","MD","20852","MCPD","Liquor Store - Beer & Wine","D","2D4","186","5000",,"NICHOLSON",,"LA","39.04696","-77.1027","2D","
,  
(39.047, -77.1027)"
"201530444","2699","250024023","2025-05-30T11:35:52.000","2025-05-30T11:35:00.000",,"26A","1","Crime Against Property","False Pretenses/Swindle/Confidence Game","FRAUD (DESCRIBE OFFENSE)","WHEATON","11100 BLK  VEIRS MILL RD","SILVER SPRING","MD","20902","MCPD","Retail - Other","L","4L2","321","11100",,"VEIRS MILL",,"RD","39.03756","-77.0519","4D","
,  
(39.0376, -77.0519)"
"201530764","2316","250024449",,"2025-05-30T11:26:00.000",,"23H","1","Crime Against Property","All other Larceny","LARCENY - POSTAL","GERMANTOWN","20400 BLK  SHORE HARBOUR DR","GERMANTOWN","MD","20874","MCPD","Residence - Apartment/Condo","N","5N1","465","20400",,"SHORE HARBOUR",,"DR","39.18897","-77.2845","5D","
,  
(39.189, -77.2845)"
"201530795","5212","250024020","2025-05-30T11:21:20.000","2025-05-30T11:21:00.000","2025-05-30T15:00:00.000","520","1","Crime Against Society","Weapon Law Violations","WEAPON - POSSESSION","BETHESDA","3700 BLK  SAUL RD","KENSINGTON","MD","20895","MCPD","School - Elementary/Secondary","D","2D3","697","3700",,"SAUL",,"RD","0.0","0.0","2D","
,  
(0.0, 0.0)"
"201530584","2601","250024017","2025-05-30T11:10:31.000","2025-05-30T11:10:00.000",,"26A","1","Crime Against Property","False Pretenses/Swindle/Confidence Game","FRAUD - CONFIDENCE GAME","MONTGOMERY VILLAGE","400 BLK  RUSSELL AVE","GAITHERSBURG","MD","20877","GPD","Residence - Apartment/Condo","R","6R1","548","400",,"RUSSELL",,"AVE","39.14859","-77.1996","6D","
,  
(39.1486, -77.1996)"
"201530450","1316","250024009","2025-05-30T10:50:42.000","2025-05-30T10:50:00.000",,"13C","1","Crime Against Person","Intimidation","ASSAULT - INTIMIDATION (INCLUDES STALKING)","MONTGOMERY VILLAGE","800 BLK  RUSSELL AVE","GAITHERSBURG","MD","20879","GPD","Street - In vehicle","R","6R1","426","800",,"RUSSELL",,"AVE","39.1547","-77.2097","6D","
,  
(39.1547, -77.2097)"
"201530462","2303","250024008","2025-05-30T10:41:36.000","2025-05-30T10:41:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","10100 BLK  NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","MCPD","Retail - Other","H","3H2","140","10100",,"NEW HAMPSHIRE",,"AVE","39.02039","-76.9766","3D","
,  
(39.0204, -76.9766)"
"201530421","2305","250024003","2025-05-30T10:03:09.000","2025-05-30T10:03:00.000",,"23F","1","Crime Against Property","Theft From Motor Vehicle","LARCENY - FROM AUTO","GERMANTOWN","11100 BLK  FLANAGAN LA","GERMANTOWN","MD","20876","MCPD","Residence - Driveway","M","5M1","470","11100",,"FLANAGAN",,"LA","39.17523","-77.2272","5D","
,  
(39.1752, -77.2272)"
"201530437","9113","250024010","2025-05-30T10:03:58.000","2025-05-30T10:03:00.000",,"90Z","1","Crime Against Society","All Other Offenses","MENTAL ILLNESS - EMERGENCY PETITION","BETHESDA","7300 BLK  WAVERLY ST","BETHESDA","MD","20814","MCPD","Hotel/Motel/Etc.","D","2D2","034","7300",,"WAVERLY",,"ST","38.98274","-77.0933","2D","
,  
(38.9827, -77.0933)"
"201530420","9199","250024002","2025-05-30T09:28:24.000","2025-05-30T09:28:00.000","2025-05-30T09:40:00.000","90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","4600 BLK  SUNFLOWER DR","ROCKVILLE","MD","20853","MCPD","School - Elementary/Secondary","K","4K2","394","4600",,"SUNFLOWER",,"DR","39.10665","-77.0904","4D","
,  
(39.1067, -77.0904)"
"201530412","9199","250023992","2025-05-30T08:40:53.000","2025-05-30T08:40:00.000",,"90Z","1","Crime Against Society","All Other Offenses","POLICE INFORMATION","WHEATON","4300 BLK  FERNHILL RD","SILVER SPRING","MD","20906","MCPD","Residence - Single Family","L","4L1","310","4300",,"FERNHILL",,"RD","39.04764","-77.0842","4D","
,  
(39.0476, -77.0842)"
"201530503","2304","250024108","2025-05-30T19:06:43.000","2025-05-30T08:00:00.000","2025-05-30T15:00:00.000","23G","1","Crime Against Property","Theft of Motor Vehicle Parts or Accessories","LARCENY - AUTO PARTS","BETHESDA","1900 BLK  EAST WEST HWY","SILVER SPRING","MD","20910","MCPD","Parking Lot - Residential","D","2D1","086","1900",,"EAST WEST",,"HWY","38.99553","-77.0422","2D","
,  
(38.9955, -77.0422)"
"201530755","9021","250024433","2025-06-02T08:53:00.000","2025-05-30T07:45:00.000",,"90I","1","Crime Against Not a Crime","Runaway","JUVENILE - RUNAWAY","GERMANTOWN","23600 BLK  WOODFIELD RD","GAITHERSBURG","MD","20882","MCPD","Residence - Apartment/Condo","M","5M2","620","23600",,"WOODFIELD",,"RD","39.24329","-77.1849","5D","
,  
(39.2433, -77.1849)"
"201531070","1602","250024611",,"2025-05-30T07:40:00.000",,"90Z","1","Crime Against Society","All Other Offenses","THREAT - TERRORISTIC - STATE OFFENSES","GERMANTOWN","22500 BLK  WIMS RD","CLARKSBURG","MD","20871","MCPD","School - Elementary/Secondary","M","5M3","598","22500",,"WIMS",,"RD","0.0","0.0","5D","
,  
(0.0, 0.0)"
"201530405","2303","250023981","2025-05-30T07:33:14.000","2025-05-30T07:33:00.000",,"23C","1","Crime Against Property","Shoplifting","LARCENY - SHOPLIFTING","SILVER SPRING","900 BLK  THAYER AVE","SILVER SPRING","MD","20910","MCPD","Retail - Department/Discount Store","G","3G1","670","900",,"THAYER",,"AVE","38.99304","-77.024","3D","
,  
(38.993, -77.024)"
